id,date_posted,complex_id,complex_name,developer,complex_class,district,okrug,lat,lon,total_area,rooms,floor,total_floors,completion_year,ready_status,metro_station,metro_line,metro_distance_min,to_center_km,price_rub,price_per_sqm,deal_type,subsidized_mortgage,mortgage_rate_at_listing,listing_year,listing_month,listing_quarter,price_mln,is_first_floor,is_last_floor,floor_ratio,subsidized_mortgage_int,distance_to_center_group,rooms_group,sale_price_group,market_type
N000633,2026-04-21,NB0246,Odintsovo-1 Residence,Etalon,business,Filimonkovskoye,NAO,55.55806,37.38299,55.3,2,9,35,2025,completed,Belorusskaya,Koltsevaya,327,26.4,11839000,214100,DDU,False,19.5,2026,4,2,11.839,False,False,0.2571428571428571,0,25+ km,2 rooms,10-15 mln RUB,New Builds
N000634,2025-06-05,NB0158,Alye Parusa Residence,LSR,comfort,Yaroslavsky,SVAO,55.87862,37.67207,52.6,2,9,17,2027,under_construction,Dubrovka,Lyublinsko-Dmitrovskaya,220,14.23,10938000,207900,FZ214,False,23.5,2025,6,2,10.938,False,False,0.5294117647058824,0,10-15 km,2 rooms,10-15 mln RUB,New Builds
N000635,2025-07-13,NB0195,Alye Parusa Residence,Capital Group,business,Vostochny,VAO,55.82218,37.86403,48.8,1,24,25,2025,completed,Shabolovskaya,Kaluzhsko-Rizhskaya,244,17.0,12676000,259700,DDU,False,19.5,2025,7,3,12.676,False,False,0.96,0,15-25 km,1 room,10-15 mln RUB,New Builds
N000636,2025-10-25,NB0244,Headliner Residence,DONSTROY,economy,Meshchansky,CAO,55.80616,37.64868,44.5,1,23,25,2025,completed,Rizhskaya,Kaluzhsko-Rizhskaya,25,6.07,17755000,399000,DDU,False,19.5,2025,10,4,17.755,False,False,0.92,0,5-10 km,1 room,15-25 mln RUB,New Builds
N000637,2026-04-11,NB0082,Scandinavia Residence,DONSTROY,comfort,Novofyodorovskoye,TAO,55.33911,36.93315,77.5,3,3,25,2026,completed,Troparyovo,Sokolnicheskaya,590,63.23,6956000,89800,trade-in,False,19.5,2026,4,2,6.956,False,False,0.12,0,25+ km,3 rooms,<7 mln RUB,New Builds
N000638,2025-09-09,NB0201,Preobrazhenie Residence,DONSTROY,economy,Begovoy,SAO,55.77674,37.54201,26.1,0,7,30,2026,under_construction,Begovaya,Tagansko-Krasnopresnenskaya,9,5.54,8777000,336300,installment,False,19.5,2025,9,3,8.777,False,False,0.23333333333333334,0,5-10 km,Studio,7-10 mln RUB,New Builds
N000639,2022-02-04,NB0024,Silver Park Residence,Etalon,premium,Mikhaylovo-Yartsevskoye,TAO,55.40297,37.21435,42.2,1,21,22,2024,under_construction,Tyoply Stan,Kaluzhsko-Rizhskaya,364,46.64,7096000,168200,trade-in,True,22.5,2022,2,1,7.096,False,False,0.9545454545454546,1,25+ km,1 room,7-10 mln RUB,New Builds
N000640,2025-04-02,NB0135,Discovery Park Residence,PIK,comfort,Dmitrovsky,SAO,55.87027,37.53524,28.6,0,11,22,2025,completed,Kurskaya,Koltsevaya,178,14.0,5864000,205000,trade-in,False,23.5,2025,4,2,5.864,False,False,0.5,0,10-15 km,Studio,<7 mln RUB,New Builds
N000641,2024-03-17,NB0169,Metropolia Residence,GK A101,comfort,Losinoostrovsky,SVAO,55.88507,37.71044,47.2,1,19,25,2026,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,60,15.62,11566000,245000,DDU,True,18.5,2024,3,1,11.566,False,False,0.76,1,15-25 km,1 room,10-15 mln RUB,New Builds
N000642,2022-11-12,NB0026,Odintsovo-1 Residence,INGRAD,comfort,Maryina Roshcha,SVAO,55.77212,37.57293,27.7,1,9,17,2027,under_construction,Komsomolskaya,Koltsevaya,67,3.62,6668000,240700,installment,True,10.0,2022,11,4,6.668,False,False,0.5294117647058824,1,0-5 km,1 room,<7 mln RUB,New Builds
N000643,2023-03-20,NB0206,Silver Park Residence,Capital Group,comfort,Shchapovskoye,TAO,55.36577,37.51306,60.3,2,18,35,2026,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,321,43.69,5221000,86600,DDU,True,10.0,2023,3,1,5.221,False,False,0.5142857142857142,1,25+ km,2 rooms,<7 mln RUB,New Builds
N000644,2024-05-31,NB0115,Level Residence,DONSTROY,comfort,Severnoye Izmaylovo,VAO,55.8119,37.79922,86.5,3,2,30,2024,completed,Shchyolkovskaya,Arbatsko-Pokrovskaya,7,12.89,26074000,301400,DDU,True,18.5,2024,5,2,26.074,False,False,0.06666666666666667,1,10-15 km,3 rooms,25-50 mln RUB,New Builds
N000645,2024-11-09,NB0106,Green Park Residence,PIK,comfort,Troparyovo-Nikulino,ZAO,55.65529,37.46387,72.6,3,13,25,2026,under_construction,Pushkinskaya,Tagansko-Krasnopresnenskaya,181,14.73,22508000,310000,DDU,False,23.5,2024,11,4,22.508,False,False,0.52,0,10-15 km,3 rooms,15-25 mln RUB,New Builds
N000646,2021-01-19,NB0023,Prokshino Residence,INGRAD,economy,Krylatskoye,SZAO,55.76317,37.41735,44.0,1,14,22,2025,under_construction,Dinamo,Zamoskvoretskaya,113,12.77,10888000,247500,DDU,True,6.75,2021,1,1,10.888,False,False,0.6363636363636364,1,10-15 km,1 room,10-15 mln RUB,New Builds
N000647,2022-02-15,NB0047,Scandinavia Residence,INGRAD,comfort,Severnoye Medvedkovo,SVAO,55.87809,37.63506,42.9,1,7,25,2026,under_construction,Aleksandrovsky Sad,Filyovskaya,172,13.84,7410000,172700,FZ214,True,22.5,2022,2,1,7.41,False,False,0.28,1,10-15 km,1 room,7-10 mln RUB,New Builds
N000648,2025-01-23,NB0064,Polar Residence,LSR,premium,Mosrentgen,NAO,55.6173,37.47993,38.9,1,16,25,2025,completed,Tyoply Stan,Kaluzhsko-Rizhskaya,21,17.57,15709000,403800,DDU,False,23.5,2025,1,1,15.709,False,False,0.64,0,15-25 km,1 room,15-25 mln RUB,New Builds
N000649,2025-01-06,NB0207,Symbol Residence,Capital Group,comfort,Ryazanovskoye,NAO,55.45873,37.5218,30.9,1,32,35,2024,completed,Tyoply Stan,Kaluzhsko-Rizhskaya,216,33.41,4163000,134700,FZ214,False,23.5,2025,1,1,4.163,False,False,0.9142857142857143,0,25+ km,1 room,<7 mln RUB,New Builds
N000650,2023-10-27,NB0231,Odintsovo-1 Residence,Capital Group,business,Izmaylovo,VAO,55.79632,37.77268,29.8,1,9,22,2024,under_construction,Shchyolkovskaya,Arbatsko-Pokrovskaya,32,10.61,10598000,355600,DDU,True,15.5,2023,10,4,10.598,False,False,0.4090909090909091,1,10-15 km,1 room,10-15 mln RUB,New Builds
N000651,2021-03-20,NB0234,Symbol Residence,DONSTROY,comfort,Voykovsky,SAO,55.80624,37.48647,44.7,1,5,30,2027,under_construction,Yugo-Zapadnaya,Sokolnicheskaya,191,10.22,9054000,202600,DDU,True,6.75,2021,3,1,9.054,False,False,0.16666666666666666,1,10-15 km,1 room,7-10 mln RUB,New Builds
N000652,2024-09-07,NB0040,Prokshino Residence,MR Group,business,Sviblovo,SVAO,55.86057,37.64301,52.2,1,20,22,2025,under_construction,Kievskaya,Koltsevaya,167,11.94,16802000,321900,DDU,False,18.5,2024,9,3,16.802,False,False,0.9090909090909091,0,10-15 km,1 room,15-25 mln RUB,New Builds
N000653,2024-05-30,NB0088,Headliner Residence,GK Granel,economy,Mitino,SZAO,55.83138,37.35669,46.5,1,7,17,2027,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,277,18.62,10021000,215500,DDU,True,18.5,2024,5,2,10.021,False,False,0.4117647058823529,1,15-25 km,1 room,10-15 mln RUB,New Builds
N000654,2024-05-11,NB0201,Preobrazhenie Residence,DONSTROY,economy,Begovoy,SAO,55.77674,37.54201,89.3,3,22,30,2026,under_construction,Vystavochnaya,Filyovskaya,40,5.54,24864000,278400,trade-in,True,18.5,2024,5,2,24.864,False,False,0.7333333333333333,1,5-10 km,3 rooms,15-25 mln RUB,New Builds
N000655,2026-01-10,NB0045,Polar Residence,PIK,economy,Zamoskvorechye,CAO,55.73466,37.61548,23.1,0,30,30,2025,completed,Aleksandrovsky Sad,Filyovskaya,23,2.17,11074000,479400,installment,False,19.5,2026,1,1,11.074,False,True,1.0,0,0-5 km,Studio,10-15 mln RUB,New Builds
N000656,2022-04-22,NB0074,Polar Residence,GK Granel,economy,Mitino,SZAO,55.83551,37.3539,62.8,2,4,25,2027,under_construction,Strogino,Arbatsko-Pokrovskaya,65,18.99,10682000,170100,FZ214,True,12.0,2022,4,2,10.682,False,False,0.16,1,15-25 km,2 rooms,10-15 mln RUB,New Builds
N000657,2022-10-20,NB0048,Preobrazhenie Residence,INGRAD,comfort,Troparyovo-Nikulino,ZAO,55.66534,37.4561,57.8,2,12,25,2027,under_construction,Yugo-Zapadnaya,Sokolnicheskaya,23,14.26,18428000,318800,trade-in,True,10.0,2022,10,4,18.428,False,False,0.48,1,10-15 km,2 rooms,15-25 mln RUB,New Builds
N000658,2023-09-05,NB0006,Preobrazhenie Residence,GK Granel,comfort,Klyonovskoye,TAO,55.26801,37.45304,67.7,2,4,25,2027,under_construction,Perovo,Kalininskaya,695,55.05,5476000,80900,installment,True,15.5,2023,9,3,5.476,False,False,0.16,1,25+ km,2 rooms,<7 mln RUB,New Builds
N000659,2022-03-25,NB0010,Green Park Residence,LSR,comfort,Bibirevo,SVAO,55.87057,37.58911,64.8,2,21,25,2027,under_construction,Park Kultury,Koltsevaya,184,13.12,11661000,180000,installment,True,22.5,2022,3,1,11.661,False,False,0.84,1,10-15 km,2 rooms,10-15 mln RUB,New Builds
N000660,2023-05-21,NB0062,Symbol Residence,PIK,economy,Sokolniki,VAO,55.77626,37.69968,74.1,3,11,30,2026,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,32,5.53,14730000,198800,FZ214,True,10.0,2023,5,2,14.73,False,False,0.36666666666666664,1,5-10 km,3 rooms,10-15 mln RUB,New Builds
N000661,2024-01-13,NB0090,Odintsovo-1 Residence,INGRAD,business,Pokrovskoye-Streshnevo,SZAO,55.82281,37.43596,59.8,2,3,22,2027,under_construction,Sokol,Zamoskvoretskaya,67,13.87,20031000,335000,FZ214,True,18.5,2024,1,1,20.031,False,False,0.13636363636363635,1,10-15 km,2 rooms,15-25 mln RUB,New Builds
N000662,2025-12-03,NB0101,Odintsovo-1 Residence,GK A101,business,Beskudnikovsky,SAO,55.87848,37.53487,40.7,1,21,35,2024,completed,Arbatskaya (F),Filyovskaya,181,14.86,11388000,279800,FZ214,False,19.5,2025,12,4,11.388,False,False,0.6,0,10-15 km,1 room,10-15 mln RUB,New Builds
N000663,2022-12-19,NB0219,Mitino O2 Residence,Samolet,economy,Brateyevo,YuAO,55.65408,37.75022,62.4,3,18,22,2026,under_construction,Kantemirovskaya,Zamoskvoretskaya,79,13.75,9452000,151500,DDU,True,10.0,2022,12,4,9.452,False,False,0.8181818181818182,1,10-15 km,3 rooms,7-10 mln RUB,New Builds
N000664,2022-04-23,NB0217,Prokshino Residence,FSK,comfort,Veshnyaki,VAO,55.73067,37.81647,85.9,3,29,35,2026,under_construction,Tretyakovskaya,Kalininskaya,147,12.52,15295000,178100,DDU,True,12.0,2022,4,2,15.295,False,False,0.8285714285714286,1,10-15 km,3 rooms,15-25 mln RUB,New Builds
N000665,2022-05-06,NB0038,Losiny Ostrov Residence,MR Group,economy,Shchukino,SZAO,55.79795,37.47615,66.2,2,6,25,2025,under_construction,Strogino,Arbatsko-Pokrovskaya,58,10.29,15173000,229200,trade-in,True,12.0,2022,5,2,15.173,False,False,0.24,1,10-15 km,2 rooms,15-25 mln RUB,New Builds
N000666,2023-07-05,NB0010,Green Park Residence,LSR,comfort,Bibirevo,SVAO,55.87057,37.58911,71.6,3,4,25,2027,under_construction,Sokol,Zamoskvoretskaya,109,13.12,14727000,205700,trade-in,True,15.5,2023,7,3,14.727,False,False,0.16,1,10-15 km,3 rooms,10-15 mln RUB,New Builds
N000667,2025-10-23,NB0035,Green Park Residence,FSK,comfort,Golovinsky,SAO,55.83779,37.48871,32.9,1,1,30,2027,under_construction,Chistye Prudy,Sokolnicheskaya,152,12.46,7066000,214800,installment,False,19.5,2025,10,4,7.066,True,False,0.03333333333333333,0,10-15 km,1 room,7-10 mln RUB,New Builds
N000668,2026-02-13,NB0086,Silver Park Residence,DONSTROY,business,Bogorodskoye,VAO,55.81759,37.71418,37.6,1,22,30,2027,under_construction,Chistye Prudy,Sokolnicheskaya,92,9.18,11471000,305100,DDU,False,19.5,2026,2,1,11.471,False,False,0.7333333333333333,0,5-10 km,1 room,10-15 mln RUB,New Builds
N000669,2024-03-23,NB0099,Discovery Park Residence,GK Granel,economy,Moskovsky,NAO,55.59835,37.33556,63.6,2,19,30,2026,under_construction,Ploshchad Ilyicha,Kalininskaya,329,24.88,10101000,158800,DDU,True,18.5,2024,3,1,10.101,False,False,0.6333333333333333,1,15-25 km,2 rooms,10-15 mln RUB,New Builds
N000670,2025-07-31,NB0075,Sheremetyevsky Residence,LSR,business,Obruchevsky,YuZAO,55.65353,37.56344,43.1,1,12,17,2027,under_construction,Novye Cheryomushki,Kaluzhsko-Rizhskaya,26,11.73,18450000,428100,DDU,False,19.5,2025,7,3,18.45,False,False,0.7058823529411765,0,10-15 km,1 room,15-25 mln RUB,New Builds
N000671,2025-09-04,NB0080,Scandinavia Residence,FSK,economy,Rostokino,SVAO,55.82982,37.64905,57.6,2,16,22,2027,under_construction,Prospekt Mira,Koltsevaya,75,8.62,10380000,180200,DDU,False,19.5,2025,9,3,10.38,False,False,0.7272727272727273,0,5-10 km,2 rooms,10-15 mln RUB,New Builds
N000672,2023-06-27,NB0181,Green Park Residence,GK A101,business,Kurkino,SZAO,55.90692,37.39039,37.9,1,2,17,2024,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,186,22.28,15682000,413800,DDU,True,10.0,2023,6,2,15.682,False,False,0.11764705882352941,1,15-25 km,1 room,15-25 mln RUB,New Builds
N000673,2025-05-28,NB0179,Silver Park Residence,MR Group,business,Ivanovskoye,VAO,55.75431,37.81737,39.7,1,5,35,2024,completed,Novogireyevo,Kalininskaya,7,12.3,16550000,416900,installment,False,23.5,2025,5,2,16.55,False,False,0.14285714285714285,0,10-15 km,1 room,15-25 mln RUB,New Builds
N000674,2024-03-22,NB0243,Prokshino Residence,GK A101,economy,Sokolinaya Gora,VAO,55.78927,37.71216,35.6,0,21,30,2025,under_construction,Elektrozavodskaya,Arbatsko-Pokrovskaya,14,6.94,8197000,230300,installment,True,18.5,2024,3,1,8.197,False,False,0.7,1,5-10 km,Studio,7-10 mln RUB,New Builds
N000675,2022-06-14,NB0210,Silver Park Residence,GK Granel,business,Moskvorechye-Saburovo,YuAO,55.63553,37.64975,78.7,3,19,25,2026,under_construction,Kantemirovskaya,Zamoskvoretskaya,11,13.29,25434000,323200,FZ214,True,12.0,2022,6,2,25.434,False,False,0.76,1,10-15 km,3 rooms,25-50 mln RUB,New Builds
N000676,2023-10-04,NB0174,Losiny Ostrov Residence,MR Group,comfort,Yakimanka,CAO,55.75289,37.58786,53.7,2,11,25,2025,under_construction,Aleksandrovsky Sad,Filyovskaya,21,2.06,32563000,606400,FZ214,True,15.5,2023,10,4,32.563,False,False,0.44,1,0-5 km,2 rooms,25-50 mln RUB,New Builds
N000677,2025-06-26,NB0123,Severny Residence,DONSTROY,comfort,Severnoye Butovo,YuZAO,55.5804,37.60987,25.2,0,17,22,2026,under_construction,Nagornaya,Serpukhovsko-Timiryazevskaya,125,19.3,5691000,225800,trade-in,False,23.5,2025,6,2,5.691,False,False,0.7727272727272727,0,15-25 km,Studio,<7 mln RUB,New Builds
N000678,2025-02-18,NB0083,Mitino O2 Residence,FSK,comfort,Novokosino,VAO,55.73672,37.85165,39.9,1,3,17,2027,under_construction,Chistye Prudy,Sokolnicheskaya,171,14.57,7811000,195800,DDU,False,23.5,2025,2,1,7.811,False,False,0.17647058823529413,0,10-15 km,1 room,7-10 mln RUB,New Builds
N000679,2021-07-03,NB0144,ZILART Residence,LSR,comfort,Babushkinsky,SVAO,55.86778,37.64188,22.0,0,11,22,2026,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,25,12.73,4571000,207800,DDU,True,11.0,2021,7,3,4.571,False,False,0.5,1,10-15 km,Studio,<7 mln RUB,New Builds
N000680,2024-05-06,NB0158,Alye Parusa Residence,LSR,comfort,Yaroslavsky,SVAO,55.87862,37.67207,43.8,1,11,17,2027,under_construction,Pervomayskaya,Arbatsko-Pokrovskaya,152,14.23,10249000,234000,FZ214,True,18.5,2024,5,2,10.249,False,False,0.6470588235294118,1,10-15 km,1 room,10-15 mln RUB,New Builds
N000681,2023-12-01,NB0206,Silver Park Residence,Capital Group,comfort,Shchapovskoye,TAO,55.36577,37.51306,44.4,1,3,35,2026,under_construction,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,329,43.69,3903000,87900,DDU,True,15.5,2023,12,4,3.903,False,False,0.08571428571428572,1,25+ km,1 room,<7 mln RUB,New Builds
N000682,2021-10-12,NB0210,Silver Park Residence,GK Granel,business,Moskvorechye-Saburovo,YuAO,55.63553,37.64975,53.6,1,18,25,2026,under_construction,Kantemirovskaya,Zamoskvoretskaya,10,13.29,18020000,336200,trade-in,True,11.0,2021,10,4,18.02,False,False,0.72,1,10-15 km,1 room,15-25 mln RUB,New Builds
N000683,2025-04-23,NB0175,Green Park Residence,Etalon,economy,Molzhaninovsky,SAO,55.96218,37.41063,79.4,3,13,22,2028,under_construction,Borovitskaya,Serpukhovsko-Timiryazevskaya,321,26.62,12989000,163600,DDU,False,23.5,2025,4,2,12.989,False,False,0.5909090909090909,0,25+ km,3 rooms,10-15 mln RUB,New Builds
N000684,2021-03-13,NB0218,Alye Parusa Residence,PIK,business,Kuntsevo,ZAO,55.7379,37.43894,64.6,2,11,17,2026,under_construction,Universitet,Sokolnicheskaya,100,11.52,21882000,338700,DDU,True,6.75,2021,3,1,21.882,False,False,0.6470588235294118,1,10-15 km,2 rooms,15-25 mln RUB,New Builds
N000685,2023-06-24,NB0161,Headliner Residence,GK A101,comfort,Koptevo,SAO,55.83663,37.49757,74.6,2,15,22,2028,under_construction,Kropotkinskaya,Sokolnicheskaya,147,12.0,15830000,212200,DDU,True,10.0,2023,6,2,15.83,False,False,0.6818181818181818,1,10-15 km,2 rooms,15-25 mln RUB,New Builds
N000686,2024-10-12,NB0082,Scandinavia Residence,DONSTROY,comfort,Novofyodorovskoye,TAO,55.33911,36.93315,36.1,1,14,25,2026,under_construction,Rizhskaya,Kaluzhsko-Rizhskaya,805,63.23,2990000,82800,FZ214,False,23.5,2024,10,4,2.99,False,False,0.56,0,25+ km,1 room,<7 mln RUB,New Builds
N000687,2022-04-25,NB0073,ZILART Residence,INGRAD,comfort,Donskoy,YuAO,55.71233,37.63501,59.2,2,14,25,2025,under_construction,Tulskaya,Serpukhovsko-Timiryazevskaya,9,4.71,19896000,336100,DDU,True,12.0,2022,4,2,19.896,False,False,0.56,1,0-5 km,2 rooms,15-25 mln RUB,New Builds
N000688,2021-03-19,NB0109,Polar Residence,Capital Group,economy,Severnoye Butovo,YuZAO,55.58201,37.57772,81.3,4,27,30,2025,under_construction,Yuzhnaya,Serpukhovsko-Timiryazevskaya,53,19.3,12472000,153400,DDU,True,6.75,2021,3,1,12.472,False,False,0.9,1,15-25 km,4 rooms,10-15 mln RUB,New Builds
N000689,2024-02-21,NB0241,Odintsovo-1 Residence,PIK,comfort,Konkovo,YuZAO,55.6356,37.5197,51.0,2,13,30,2027,under_construction,Nagornaya,Serpukhovsko-Timiryazevskaya,86,14.6,14226000,278900,trade-in,True,18.5,2024,2,1,14.226,False,False,0.43333333333333335,1,10-15 km,2 rooms,10-15 mln RUB,New Builds
N000690,2024-05-12,NB0068,Mitino O2 Residence,MR Group,economy,Perovo,VAO,55.74513,37.79699,66.2,3,5,22,2026,under_construction,Shosse Entuziastov,Kalininskaya,42,11.07,12358000,186700,DDU,True,18.5,2024,5,2,12.358,False,False,0.22727272727272727,1,10-15 km,3 rooms,10-15 mln RUB,New Builds
N000691,2024-04-04,NB0221,Preobrazhenie Residence,DONSTROY,comfort,Khoroshyovsky,SAO,55.77211,37.55729,94.7,4,21,22,2027,under_construction,Sapyornoye Pole,Bolshaya Koltsevaya,28,4.46,30541000,322500,DDU,True,18.5,2024,4,2,30.541,False,False,0.9545454545454546,1,0-5 km,4 rooms,25-50 mln RUB,New Builds
N000692,2024-11-24,NB0219,Mitino O2 Residence,Samolet,economy,Brateyevo,YuAO,55.65408,37.75022,37.0,1,3,22,2026,under_construction,Chistye Prudy,Sokolnicheskaya,170,13.75,6534000,176600,DDU,False,23.5,2024,11,4,6.534,False,False,0.13636363636363635,0,10-15 km,1 room,<7 mln RUB,New Builds
N000693,2024-03-26,NB0170,Sheremetyevsky Residence,Etalon,economy,Brateyevo,YuAO,55.63503,37.73292,56.1,2,21,25,2025,under_construction,Dubrovka,Lyublinsko-Dmitrovskaya,121,14.97,9782000,174400,FZ214,True,18.5,2024,3,1,9.782,False,False,0.84,1,10-15 km,2 rooms,7-10 mln RUB,New Builds
N000694,2026-03-08,NB0132,Symbol Residence,DONSTROY,comfort,Marushkinskoye,NAO,55.57454,37.25671,44.8,1,9,25,2026,completed,Kuznetsky Most,Tagansko-Krasnopresnenskaya,377,30.32,6076000,135600,FZ214,False,19.5,2026,3,1,6.076,False,False,0.36,0,25+ km,1 room,<7 mln RUB,New Builds
N000695,2025-09-02,NB0100,Triumph Palace Residence,GK Granel,business,Orekhovo-Borisovo Yuzhnoye,YuAO,55.61289,37.72751,44.7,1,14,30,2027,under_construction,Novokuznetskaya,Zamoskvoretskaya,190,17.05,11727000,262400,trade-in,False,19.5,2025,9,3,11.727,False,False,0.4666666666666667,0,15-25 km,1 room,10-15 mln RUB,New Builds
N000696,2025-09-05,NB0142,Symbol Residence,Samolet,comfort,Marushkinskoye,NAO,55.60235,37.24029,43.1,1,2,22,2025,completed,Dinamo,Zamoskvoretskaya,346,29.21,6316000,146500,DDU,False,19.5,2025,9,3,6.316,False,False,0.09090909090909091,0,25+ km,1 room,<7 mln RUB,New Builds
N000697,2025-09-16,NB0022,Sheremetyevsky Residence,Etalon,comfort,Yasenevo,YuZAO,55.62416,37.52992,64.0,2,8,22,2024,completed,Taganskaya,Koltsevaya,186,15.51,19385000,302900,DDU,False,19.5,2025,9,3,19.385,False,False,0.36363636363636365,0,15-25 km,2 rooms,15-25 mln RUB,New Builds
N000698,2023-01-28,NB0117,Severny Residence,INGRAD,economy,Shchukino,SZAO,55.81572,37.44812,32.9,0,13,30,2026,under_construction,Okhotny Ryad,Sokolnicheskaya,153,12.8,7743000,235400,installment,True,10.0,2023,1,1,7.743,False,False,0.43333333333333335,1,10-15 km,Studio,7-10 mln RUB,New Builds
N000699,2023-11-23,NB0175,Green Park Residence,Etalon,economy,Molzhaninovsky,SAO,55.96218,37.41063,76.5,3,2,22,2028,under_construction,Kitay-Gorod,Kaluzhsko-Rizhskaya,327,26.62,12345000,161400,DDU,True,15.5,2023,11,4,12.345,False,False,0.09090909090909091,1,25+ km,3 rooms,10-15 mln RUB,New Builds
N000700,2021-10-28,NB0081,Odintsovo-1 Residence,Etalon,business,Meshchansky,CAO,55.79984,37.63057,84.9,4,16,22,2025,under_construction,Sokolniki,Sokolnicheskaya,46,5.14,42642000,502300,FZ214,True,11.0,2021,10,4,42.642,False,False,0.7272727272727273,1,5-10 km,4 rooms,25-50 mln RUB,New Builds
N000701,2021-05-17,NB0114,Discovery Park Residence,Samolet,comfort,Zamoskvorechye,CAO,55.74139,37.64018,98.1,4,12,22,2026,under_construction,Oktyabrskaya,Koltsevaya,27,1.85,36744000,374600,trade-in,True,11.0,2021,5,2,36.744,False,False,0.5454545454545454,1,0-5 km,4 rooms,25-50 mln RUB,New Builds
N000702,2025-05-16,NB0230,Sheremetyevsky Residence,Capital Group,comfort,Voronovskoye,TAO,55.28977,37.20171,52.5,1,11,22,2027,under_construction,Leninsky Prospekt,Kaluzhsko-Rizhskaya,631,57.96,4769000,90800,installment,False,23.5,2025,5,2,4.769,False,False,0.5,0,25+ km,1 room,<7 mln RUB,New Builds
N000703,2022-03-05,NB0151,Severny Residence,INGRAD,economy,Sokol,SAO,55.80127,37.49556,50.7,2,16,22,2025,under_construction,Shchukinskaya,Tagansko-Krasnopresnenskaya,26,9.44,11262000,222100,DDU,True,22.5,2022,3,1,11.262,False,False,0.7272727272727273,1,5-10 km,2 rooms,10-15 mln RUB,New Builds
N000704,2021-10-24,NB0199,Sheremetyevsky Residence,Etalon,economy,Kievsky,TAO,55.4078,36.75491,59.7,2,11,22,2027,under_construction,Shabolovskaya,Kaluzhsko-Rizhskaya,768,66.65,3925000,65700,trade-in,True,11.0,2021,10,4,3.925,False,False,0.5,1,25+ km,2 rooms,<7 mln RUB,New Builds
N000705,2025-12-15,NB0138,Discovery Park Residence,GK Granel,business,Khoroshyovo-Mnyovniki,SZAO,55.77487,37.4692,43.7,1,1,22,2026,under_construction,Kropotkinskaya,Sokolnicheskaya,113,9.77,16986000,388700,DDU,False,19.5,2025,12,4,16.986,True,False,0.045454545454545456,0,5-10 km,1 room,15-25 mln RUB,New Builds
N000706,2023-01-06,NB0059,Scandinavia Residence,GK A101,economy,Molzhaninovsky,SAO,55.94317,37.41012,47.2,1,8,25,2027,under_construction,Prospekt Mira,Koltsevaya,279,24.82,6795000,144000,DDU,True,10.0,2023,1,1,6.795,False,False,0.32,1,15-25 km,1 room,<7 mln RUB,New Builds
N000708,2022-08-08,NB0219,Mitino O2 Residence,Samolet,economy,Brateyevo,YuAO,55.65408,37.75022,45.2,1,10,22,2026,under_construction,Sokolniki,Sokolnicheskaya,195,13.75,6677000,147700,DDU,True,12.0,2022,8,3,6.677,False,False,0.45454545454545453,1,10-15 km,1 room,<7 mln RUB,New Builds
